doi,title,first_author,year,journal,cited_by_count,cit_per_year,score,is_institutional_report
10.5089/9798400201608.066,Macro-Fiscal Implications of Adaptation to Climate Change,Matthieu Bellon,2022.0,IMF Staff Climate Notes,42.0,10.5,0.3365,True
10.1787/19150727-en,Climate Finance Provided and Mobilised by Developed Countries in 2013-2022,OECD,2024.0,Climate finance and the USD 100 billion goal,20.0,10.0,0.3348,True
10.1111/j.1365-2486.2012.02747.x,Carbon outcomes of major land‐cover transitions in <scp>SE</scp> Asia: great uncertainties and <scp>REDD</scp>+ policy implications,Alan D. Ziegler,2012.0,Global Change Biology,194.0,13.86,0.3346,False
10.1016/j.eneco.2012.08.036,"“Investments and public finance in a green, low carbon, economy”",Carlo Carraro,2012.0,Energy Economics,,0.0,0.3343,False
10.1787/5k8zth7s6s6d-en,Towards a Green Investment Policy Framework,Jan Corfee-Morlot,2012.0,OECD environment working papers,86.0,6.14,0.3326,True
10.1787/39faf4a7-en,Climate Finance Provided and Mobilised by Developed Countries in 2013-17,OECD,2019.0,Climate finance and the USD 100 billion goal,31.0,4.43,0.3285,True
10.1016/j.techfore.2024.123404,Low carbon finance drives corporate carbon emissions reduction: A perspective from issuing carbon neutral bonds,Juan Lu,2024.0,Technological Forecasting and Social Change,30.0,15.0,0.3248,False
10.1787/34483d83-en,Measuring and assessing the effects of climate policy uncertainty,Clara Berestycki,2022.0,OECD Economics Department working papers,59.0,14.75,0.3206,True
10.1016/j.uclim.2024.101918,Driving toward sustainable cities: The interplay between Chinese emerging corporate ESG performance and climate finance in achieving low-carbon development,Muxin Liu,2024.0,Urban Climate,28.0,14.0,0.3195,False
10.1146/annurev-resource-100913-012342,Consumption- Versus Production-Based Emission Policies,Michael Jakob,2014.0,Annual Review of Resource Economics,106.0,8.83,0.3168,False
10.1371/journal.pclm.0000208,Scope 3 emissions: Data quality and machine learning prediction accuracy,Quyen Nguyen,2023.0,PLOS Climate,40.0,13.33,0.3149,False
10.5267/j.dsl.2020.4.002,The factors affecting green investment for sustainable development,Thi Thanh Tu Tran,2020.0,Decision Science Letters,86.0,14.33,0.3137,False
10.22617/tcs189791-2,Handbook on Battery Energy Storage System,Asian Development Bank,2018.0,,114.0,14.25,0.3123,True
10.1007/s11356-022-21185-y,The impact of climate aid on carbon emissions reduction and the role of renewable energy: evidence from the Belt and Road countries,An Zeng,2022.0,Environmental Science and Pollution Research,25.0,6.25,0.3122,False
10.1016/j.ecolecon.2017.07.033,Long-Term Development Perspectives of Sub-Saharan Africa under Climate Policies,Marian Leimbach,2017.0,Ecological Economics,31.0,3.44,0.3111,False
10.1111/j.1759-5436.2011.00219.x,Understanding the Political Economy of the Adaptation Fund,Sven Harmeling,2011.0,IDS Bulletin,23.0,1.53,0.3089,False
10.1787/9789264274204-en,2020 Projections of Climate Finance Towards the USD 100 Billion Goal,OECD,2016.0,Climate finance and the USD 100 billion goal,14.0,1.4,0.3086,True
10.1080/14693062.2022.2080634,Definitions and accounting of climate finance: between divergence and constructive ambiguity,Igor Shishlov,2022.0,Climate Policy,32.0,8.0,0.3057,False
10.1787/5k453xh6h4r6-en,Financing Climate Change Mitigation,Jan Corfee-Morlot,2009.0,OECD/IEA climate change expert group papers,13.0,0.76,0.304,True
10.1007/s40641-024-00195-7,The Multi-Scalar Inequities of Climate Adaptation Finance: A Critical Review,Kayin Venner,2024.0,Current Climate Change Reports,25.0,12.5,0.3023,False
10.1108/ijccsm-03-2017-0054,Migrants’ remittances,Issah Justice Musah-Surugu,2017.0,International Journal of Climate Change Strategies and Management,56.0,6.22,0.3014,False
10.1155/2020/6673386,Research on the Impact of Green Finance and Fintech in Smart City,Zheng He,2020.0,Complexity,59.0,9.83,0.3009,False
10.1016/j.jenvman.2023.119921,The status of forest carbon markets in Latin America,Austin Blanton,2024.0,Journal of Environmental Management,27.0,13.5,0.2997,False
10.1016/j.eneco.2024.107628,Quantum carbon finance: Carbon emission rights option pricing and investment decision,Dongsheng Zhai,2024.0,Energy Economics,26.0,13.0,0.2977,False
10.1007/978-3-031-15703-5_27,Climate Change and Food Systems,Alisher Mirzabaev,2023.0,,40.0,13.33,0.297,False
10.24148/wp2021-23,Pricing Poseidon: Extreme Weather Uncertainty and Firm Return Dynamics,Mathias S. Kruttli,2021.0,"Federal Reserve Bank of San Francisco, Working Paper Series",58.0,11.6,0.2923,False
10.1002/puh2.86,Top 10 public health challenges to track in 2023: Shifting focus beyond a global pandemic,Don Eliseo Lucero‐Prisno,2023.0,Public Health Challenges,39.0,13.0,0.2914,False
10.3389/fenvs.2020.621846,Coupling Coordination and Spatiotemporal Dynamic Evolution Between Green Urbanization and Green Finance: A Case Study in China,Guanglong Dong,2021.0,Frontiers in Environmental Science,49.0,9.8,0.2912,False
10.1016/j.cities.2015.10.010,Cities and climate change mitigation: Economic opportunities and governance challenges in Asia,Andy Gouldson,2016.0,Cities,,0.0,0.2909,False
10.1787/e20d2bc7-en,Climate Finance Provided and Mobilised by Developed Countries in 2013-2021,OECD,2023.0,Climate finance and the USD 100 billion goal,15.0,5.0,0.2896,True
10.3389/fclim.2021.718240,Expanding Opportunities: A Framework for Gender and Socially-Inclusive Climate Resilient Agriculture,Sophia Huyer,2021.0,Frontiers in Climate,48.0,9.6,0.289,False
10.1787/5jzb44nmnbd2-en,Exploring Climate Finance Effectiveness,Jane Ellis,2013.0,OECD/IEA climate change expert group papers,25.0,1.92,0.2886,True
10.5089/9798400207730.007,Proposal To Establish A Resilience and Sustainability Trust,International Monetary Fund. Legal Dept.,2022.0,MF Policy Paper,49.0,12.25,0.2883,True
10.1787/bab63915-en,No net zero without SMEs,OECD,2021.0,OECD SME and entrepreneurship papers,64.0,12.8,0.288,True
10.3329/jbt.v8i1-2.18284,Green Banking in Bangladesh: A Commitment towards the Global Initiatives,Mohammad Masukujjaman,2014.0,Journal of Business and Technology (Dhaka),83.0,6.92,0.286,False
10.3389/fclim.2024.1392033,Challenges for climate change adaptation in Latin America and the Caribbean region,Tereza Cavazos,2024.0,Frontiers in Climate,25.0,12.5,0.283,False
10.1088/1748-9326/abfcf9,Ensuring that offsets and other internationally transferred mitigation outcomes contribute effectively to limiting global warming,Myles Allen,2021.0,Environmental Research Letters,57.0,11.4,0.281,False
10.1016/j.enpol.2023.113428,Do solar photovoltaic clean development mechanism projects contribute to sustainable development in Latin America? Prospects for the Paris Agreement,Janaína Ottonelli,2023.0,Energy Policy,37.0,12.33,0.2802,False
10.1371/journal.pone.0271387,"Controlling air pollution by lowering methane emissions, conserving natural resources, and slowing urbanization in a panel of selected Asian economies",Sadoon Hanif,2022.0,PLoS ONE,49.0,12.25,0.2788,False
10.3389/fpsyg.2022.904768,RETRACTED: Does Green Financing Develop a Cleaner Environment for Environmental Sustainability: Empirical Insights From Association of Southeast Asian Nations Economies,Weiwei Fu,2022.0,Frontiers in Psychology,43.0,10.75,0.2784,False
10.1088/1748-9326/ab865c,Is the Paris Agreement effective? A systematic map of the evidence,Kilian Raiser,2020.0,Environmental Research Letters,70.0,11.67,0.2784,False
10.1007/s10584-019-02469-8,Burden sharing of climate change mitigation: global and regional challenges under shared socio-economic pathways,Marian Leimbach,2019.0,Climatic Change,49.0,7.0,0.275,False
10.1186/s40854-023-00556-5,Does the carbon emission trading pilot policy promote green innovation cooperation? Evidence from a quasi-natural experiment in China,Xiaobao Peng,2024.0,Financial Innovation,24.0,12.0,0.2747,False
10.3389/fmars.2023.1310261,"Blue carbon development in China: realistic foundation, internal demands, and the construction of blue carbon market trading mode",Ping Li,2024.0,Frontiers in Marine Science,20.0,10.0,0.2727,False
10.3390/su12145529,Do Multilateral Development Bank Trust Funds Allocate Climate Finance Efficiently?,Katharina Michaelowa,2020.0,Sustainability,34.0,5.67,0.2716,False
10.1016/j.iref.2024.103585,Is climate change fueling commercial banks’ non-performing loan ratio? Empirical evidence from 31 provinces in China,Wenna Fan,2024.0,International Review of Economics & Finance,19.0,9.5,0.271,False
10.3390/ijerph192417034,Motivations Influencing Alipay Users to Participate in the Ant Forest Campaign: An Empirical Study,Shujie Wang,2022.0,International Journal of Environmental Research and Public Health,47.0,11.75,0.2705,False
10.1371/journal.pwat.0000058,Water remains a blind spot in climate change policies,Hervé Douville,2022.0,PLOS Water,47.0,11.75,0.2705,False
10.1016/j.jclepro.2023.138143,Research on the impact of carbon finance on the green transformation of China's marine industry,Sheng Xu,2023.0,Journal of Cleaner Production,35.0,11.67,0.2691,False
10.1787/5k44wj0s6fq2-en,Comparing Definitions and Methods to Estimate Mobilised Climate Finance,Randy Caruso,2013.0,OECD/IEA climate change expert group papers,36.0,2.77,0.2681,True
10.1177/1070496508326123,Translating a Global Issue Into Local Priority,Qi Ye,2008.0,The Journal of Environment & Development,208.0,11.56,0.2672,False
10.3390/su15107877,A Bibliometric and Literature Review: Alignment of Green Finance and Carbon Trading,Dian Permata Sari Mashari,2023.0,Sustainability,30.0,10.0,0.2665,False
10.1108/ijoes-08-2023-0189,Islamic green finance: mapping the climate funding landscape in Indonesia,Faizi Faizi,2024.0,International Journal of Ethics and Systems,23.0,11.5,0.2663,False
10.3389/fmars.2023.1132174,Evolutionary game between government and shipping enterprises based on shipping cycle and carbon quota,Guangnian Xiao,2023.0,Frontiers in Marine Science,34.0,11.33,0.2635,False
10.1177/1070496519877483,Climate Financing Through the Adaptation Fund: What Determines Fund Allocation?,Akihisa Mori,2019.0,The Journal of Environment & Development,34.0,4.86,0.2614,False
10.3923/jest.2016.301.316,Industrialization and its Backlash: Focus on Climate Change and its Consequences,Chigbo A. Mgbemene,2016.0,Journal of Environmental Science and Technology,112.0,11.2,0.2613,False
10.5751/es-12816-260436,Climate change risks and adaptation options for Madagascar,Sarah R. Weiskopf,2021.0,Ecology and Society,56.0,11.2,0.2613,False
10.3389/fsufs.2019.00055,Climate Smart Agriculture? Governing the Sustainable Development Goals in Sub-Saharan Africa,Peter Newell,2019.0,Frontiers in Sustainable Food Systems,78.0,11.14,0.2603,False
10.1596/978-0-8213-6541-0,World Development Report 2007,World Bank,2006.0,World Bank eBooks,222.0,11.1,0.2596,True
10.1596/1813-9450-5950,Market-Based Instruments for International Aviation and Shipping as a Source of Climate Finance,Michael Keen,2012.0,World Bank eBooks,35.0,2.5,0.259,True
10.1787/2caa60ce-en,The climate actions and policies measurement framework,Daniel Nachtigall,2022.0,OECD environment working papers,29.0,7.25,0.2581,True
10.1016/j.energy.2024.130836,Energy-focused green climate policies and trade nexus:Do heterogeneous effects on clean energy poverty matter?,Elias Gakuru,2024.0,Energy,22.0,11.0,0.2579,False
10.3390/su15054286,"Assessing the Link between Environmental Quality, Green Finance, Health Expenditure, Renewable Energy, and Technology Innovation",Rabab Triki,2023.0,Sustainability,33.0,11.0,0.2579,False
10.3389/fenvs.2024.1309885,"Carbon finance and funding for forest sector climate solutions: a review and synthesis of the principles, policies, and practices",Kai Zhou,2024.0,Frontiers in Environmental Science,14.0,7.0,0.2539,False
10.1016/j.iimb.2023.03.005,"India's low carbon value chain, green debt, and global climate finance architecture",A. Damodaran,2023.0,IIMB Management Review,21.0,7.0,0.2539,False
10.1017/sus.2023.25,Ten new insights in climate science 2023,Mercedes Bustamante,2023.0,Global Sustainability,32.0,10.67,0.2524,False
10.1080/14693062.2019.1571474,Experimentalist governance in climate finance: the case of REDD+ in Brazil,Vanessa Cuzziol Pinsky,2019.0,Climate Policy,18.0,2.57,0.25,False
10.1080/17565529.2015.1040367,"Exploring the economic case for early investment in climate change mitigation in middle-income countries: a case study of Johor Bahru, Malaysia",Sarah Colenbrander,2015.0,Climate and Development,25.0,2.27,0.2495,False
10.3390/en12091663,China’s Carbon Market Development and Carbon Market Connection: A Literature Review,Yifei Hua,2019.0,Energies,60.0,8.57,0.2488,False
10.1016/j.iref.2021.12.008,Complex causalities between the carbon market and the stock markets for energy intensive industries in China,Xiaotian Sun,2021.0,International Review of Economics & Finance,52.0,10.4,0.2479,False
10.1016/j.jclepro.2016.08.083,Subsidies in carbon finance for promoting renewable energy development,Pu‐yan Nie,2016.0,Journal of Cleaner Production,95.0,9.5,0.2471,False
10.1111/anti.12969,"Depleted by Debt: “Green” Microfinance, <scp>Over‐Indebtedness</scp>, and Social Reproduction in <scp>Climate‐Vulnerable</scp> Cambodia",Vincent Guermond,2023.0,Antipode,31.0,10.33,0.2468,False
10.22158/csm.v3n3p1,Policy Responses to Addressing the Issues of Environmental Health Impacts of Charcoal Factory in Nigeria: Necessity Today; Essentiality Tomorrow,Ajayi Folajimi Ajibola,2020.0,Communication Society and Media,62.0,10.33,0.2468,False
10.1038/s41467-022-34942-x,Challenging the financial capture of urban greening,Melissa García‐Lamarca,2022.0,Nature Communications,36.0,9.0,0.2468,False
10.1016/j.cosust.2021.01.007,How politics shapes the outcomes of forest carbon finance,Forrest Fleischman,2021.0,Current Opinion in Environmental Sustainability,39.0,7.8,0.2466,False
10.1007/s10584-021-03195-w,Climate change adaptation as a global public good: implications for financing,Mizan R. Khan,2021.0,Climatic Change,40.0,8.0,0.246,False
10.1093/jae/eju012,Economic Costs of Climate Change and Climate Finance with a Focus on Africa,Alemu Mekonnen,2014.0,Journal of African Economies,22.0,1.83,0.2455,False
10.1017/s0892679412000603,"“If Equity's In, We're Out”: Scope for Fairness in the Next Global Climate Agreement",Jonathan Pickering,2012.0,Ethics & International Affairs,46.0,3.29,0.2455,False
10.1080/1331677x.2022.2140302,Green investment and its influence on green growth in high polluted Asian economies: Do financial markets and institutions matter?,Yunqian Mo,2022.0,Economic Research-Ekonomska Istraživanja,41.0,10.25,0.2454,False
10.1016/s1470-2045(22)00645-3,COP27 Climate Change Conference: urgent action needed for Africa and the world,Lukoye Atwoli,2022.0,The Lancet Oncology,41.0,10.25,0.2454,False
10.3389/fclim.2022.884163,The ABC of Governance Principles for Carbon Dioxide Removal Policy,Matthias Honegger,2022.0,Frontiers in Climate,41.0,10.25,0.2454,False
